Date,Time,Activity,Facility
zaterdag 12 juli 2025,08:00 – 08:45,Zwemles,1/2 Tobbe (buitenbadzijde)
zaterdag 12 juli 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zaterdag 12 juli 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zaterdag 12 juli 2025,12:30 – 15:00,Zwemles,Trefkuil
zaterdag 12 juli 2025,12:30 – 15:00,Zwemles,Spaardersbad
zondag 13 juli 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zondag 13 juli 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zondag 13 juli 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Spaardersbad
zondag 13 juli 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Trefkuil
zondag 13 juli 2025,12:00 – 14:00,Recreatief zwemmen,Trefkuil
zondag 13 juli 2025,12:00 – 14:00,Recreatief zwemmen,Spaardersbad
maandag 14 juli 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 14 juli 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
maandag 14 juli 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
maandag 14 juli 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
maandag 14 juli 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
maandag 14 juli 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
maandag 14 juli 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
maandag 14 juli 2025,11:00 – 12:00,Zwemmen met een visuele beperking,1/2 Tobbe (horecazijde)
maandag 14 juli 2025,11:15 – 12:15,Warm water zwemmen,Trefkuil
maandag 14 juli 2025,13:00 – 13:45,Schoolzwemmen,Trefkuil
maandag 14 juli 2025,13:00 – 13:45,Schoolzwemmen,Spaardersbad
maandag 14 juli 2025,15:00 – 18:15,Zwemles,Trefkuil
maandag 14 juli 2025,15:00 – 18:15,Zwemles,Spaardersbad
maandag 14 juli 2025,18:30 – 22:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 14 juli 2025,19:20 – 20:05,Zwemles ABC voor volwassenen,Trefkuil
maandag 14 juli 2025,20:10 – 20:55,Zwemles ABC voor volwassenen,Trefkuil
maandag 14 juli 2025,21:00 – 22:00,Warm water zwemmen,Trefkuil
dinsdag 15 juli 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
dinsdag 15 juli 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
dinsdag 15 juli 2025,09:30 – 10:15,Aquajoggen,Spaardersbad
dinsdag 15 juli 2025,10:45 – 11:30,Schoolzwemmen,Trefkuil
dinsdag 15 juli 2025,10:45 – 11:30,Schoolzwemmen,Spaardersbad
dinsdag 15 juli 2025,11:45 – 12:30,Watergymnastiek,Trefkuil
dinsdag 15 juli 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
dinsdag 15 juli 2025,13:00 – 14:30,Recreatief zwemmen 55+,Spaardersbad
dinsdag 15 juli 2025,15:00 – 18:15,Zwemles,Trefkuil
dinsdag 15 juli 2025,15:00 – 18:15,Zwemles,Spaardersbad
dinsdag 15 juli 2025,18:30 – 19:00,Baby- en peuterzwemmen 3 maanden tot 2 jaar,Trefkuil
dinsdag 15 juli 2025,18:30 – 21:30,Banenzwemmen,1/2 Tobbe (buitenbadzijde)
dinsdag 15 juli 2025,19:00 – 19:30,Baby- en peuterzwemmen 2 tot 4 jaar,Trefkuil
dinsdag 15 juli 2025,19:45 – 20:30,Aquajoggen,Trefkuil
woensdag 16 juli 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
woensdag 16 juli 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
woensdag 16 juli 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
woensdag 16 juli 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
woensdag 16 juli 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
woensdag 16 juli 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
woensdag 16 juli 2025,11:15 – 12:00,Schoolzwemmen,Trefkuil
woensdag 16 juli 2025,11:15 – 12:00,Schoolzwemmen,Spaardersbad
woensdag 16 juli 2025,13:00 – 13:45,Zwemles,1/2 Tobbe (horecazijde)
woensdag 16 juli 2025,13:15 – 17:30,Zwemles,Trefkuil
woensdag 16 juli 2025,13:15 – 17:30,Zwemles,Spaardersbad
woensdag 16 juli 2025,20:00 – 21:30,Banenzwemmen,1/2 Tobbe (horecazijde)
donderdag 17 juli 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
donderdag 17 juli 2025,11:15 – 12:00,Schoolzwemmen,Trefkuil
donderdag 17 juli 2025,11:15 – 12:00,Schoolzwemmen,Spaardersbad
donderdag 17 juli 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
donderdag 17 juli 2025,13:00 – 14:30,Recreatief zwemmen 55+,Spaardersbad
donderdag 17 juli 2025,15:30 – 18:00,Zwemles,Trefkuil
donderdag 17 juli 2025,15:30 – 18:00,Zwemles,Spaardersbad
donderdag 17 juli 2025,19:45 – 20:30,Aquajoggen,Spaardersbad
donderdag 17 juli 2025,20:15 – 21:00,Zwanger & Fit,Trefkuil
vrijdag 18 juli 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
vrijdag 18 juli 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
vrijdag 18 juli 2025,10:00 – 10:45,Zwemles ABC voor volwassenen,Spaardersbad
vrijdag 18 juli 2025,11:00 – 11:45,Watergymnastiek,Trefkuil
vrijdag 18 juli 2025,15:30 – 18:00,Zwemles,Trefkuil
vrijdag 18 juli 2025,15:30 – 18:00,Zwemles,Spaardersbad
zaterdag 19 juli 2025,08:00 – 08:45,Zwemles,1/2 Tobbe (buitenbadzijde)
zaterdag 19 juli 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zaterdag 19 juli 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zaterdag 19 juli 2025,12:30 – 15:00,Zwemles,Trefkuil
zaterdag 19 juli 2025,12:30 – 15:00,Zwemles,Spaardersbad
zondag 20 juli 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zondag 20 juli 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zondag 20 juli 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Spaardersbad
zondag 20 juli 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Trefkuil
zondag 20 juli 2025,12:00 – 14:00,Recreatief zwemmen,Trefkuil
zondag 20 juli 2025,12:00 – 14:00,Recreatief zwemmen,Spaardersbad
maandag 21 juli 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 21 juli 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
maandag 21 juli 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
maandag 21 juli 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
maandag 21 juli 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
maandag 21 juli 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
maandag 21 juli 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
maandag 21 juli 2025,11:00 – 12:00,Zwemmen met een visuele beperking,1/2 Tobbe (horecazijde)
maandag 21 juli 2025,11:15 – 12:15,Warm water zwemmen,Trefkuil
maandag 21 juli 2025,18:30 – 22:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 21 juli 2025,21:00 – 22:00,Warm water zwemmen,Trefkuil
dinsdag 22 juli 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
dinsdag 22 juli 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
dinsdag 22 juli 2025,09:30 – 10:15,Aquajoggen,Spaardersbad
dinsdag 22 juli 2025,11:45 – 12:30,Watergymnastiek,Trefkuil
dinsdag 22 juli 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
dinsdag 22 juli 2025,13:00 – 14:30,Recreatief zwemmen 55+,Spaardersbad
dinsdag 22 juli 2025,18:30 – 19:00,Baby- en peuterzwemmen 3 maanden tot 2 jaar,Trefkuil
dinsdag 22 juli 2025,18:30 – 21:30,Banenzwemmen,1/2 Tobbe (buitenbadzijde)
dinsdag 22 juli 2025,19:00 – 19:30,Baby- en peuterzwemmen 2 tot 4 jaar,Trefkuil
dinsdag 22 juli 2025,19:45 – 20:30,Aquajoggen,Trefkuil
woensdag 23 juli 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
woensdag 23 juli 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
woensdag 23 juli 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
woensdag 23 juli 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
woensdag 23 juli 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
woensdag 23 juli 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
woensdag 23 juli 2025,20:00 – 21:30,Banenzwemmen,1/2 Tobbe (horecazijde)
donderdag 24 juli 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
donderdag 24 juli 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
donderdag 24 juli 2025,13:00 – 14:30,Recreatief zwemmen 55+,Spaardersbad
donderdag 24 juli 2025,19:45 – 20:30,Aquajoggen,Spaardersbad
donderdag 24 juli 2025,20:15 – 21:00,Zwanger & Fit,Trefkuil
vrijdag 25 juli 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
vrijdag 25 juli 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
vrijdag 25 juli 2025,11:00 – 11:45,Watergymnastiek,Trefkuil
zaterdag 26 juli 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zaterdag 26 juli 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zondag 27 juli 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zondag 27 juli 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zondag 27 juli 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Spaardersbad
zondag 27 juli 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Trefkuil
zondag 27 juli 2025,12:00 – 14:00,Recreatief zwemmen,Trefkuil
zondag 27 juli 2025,12:00 – 14:00,Recreatief zwemmen,Spaardersbad
maandag 28 juli 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 28 juli 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
maandag 28 juli 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
maandag 28 juli 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
maandag 28 juli 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
maandag 28 juli 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
maandag 28 juli 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
maandag 28 juli 2025,11:00 – 12:00,Zwemmen met een visuele beperking,1/2 Tobbe (horecazijde)
maandag 28 juli 2025,11:15 – 12:15,Warm water zwemmen,Trefkuil
maandag 28 juli 2025,18:30 – 22:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 28 juli 2025,21:00 – 22:00,Warm water zwemmen,Trefkuil
dinsdag 29 juli 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
dinsdag 29 juli 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
dinsdag 29 juli 2025,09:30 – 10:15,Aquajoggen,Spaardersbad
dinsdag 29 juli 2025,11:45 – 12:30,Watergymnastiek,Trefkuil
dinsdag 29 juli 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
dinsdag 29 juli 2025,13:00 – 14:30,Recreatief zwemmen 55+,Spaardersbad
dinsdag 29 juli 2025,18:30 – 19:00,Baby- en peuterzwemmen 3 maanden tot 2 jaar,Trefkuil
dinsdag 29 juli 2025,18:30 – 21:30,Banenzwemmen,1/2 Tobbe (buitenbadzijde)
dinsdag 29 juli 2025,19:00 – 19:30,Baby- en peuterzwemmen 2 tot 4 jaar,Trefkuil
dinsdag 29 juli 2025,19:45 – 20:30,Aquajoggen,Trefkuil
woensdag 30 juli 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
woensdag 30 juli 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
woensdag 30 juli 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
woensdag 30 juli 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
woensdag 30 juli 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
woensdag 30 juli 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
woensdag 30 juli 2025,20:00 – 21:30,Banenzwemmen,1/2 Tobbe (horecazijde)
donderdag 31 juli 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
donderdag 31 juli 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
donderdag 31 juli 2025,13:00 – 14:30,Recreatief zwemmen 55+,Spaardersbad
donderdag 31 juli 2025,19:45 – 20:30,Aquajoggen,Spaardersbad
donderdag 31 juli 2025,20:15 – 21:00,Zwanger & Fit,Trefkuil
vrijdag 1 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
vrijdag 1 augustus 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
vrijdag 1 augustus 2025,11:00 – 11:45,Watergymnastiek,Trefkuil
zaterdag 2 augustus 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zaterdag 2 augustus 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zondag 3 augustus 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zondag 3 augustus 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zondag 3 augustus 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Spaardersbad
zondag 3 augustus 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Trefkuil
zondag 3 augustus 2025,12:00 – 14:00,Recreatief zwemmen,Trefkuil
zondag 3 augustus 2025,12:00 – 14:00,Recreatief zwemmen,Spaardersbad
maandag 4 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 4 augustus 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
maandag 4 augustus 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
maandag 4 augustus 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
maandag 4 augustus 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
maandag 4 augustus 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
maandag 4 augustus 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
maandag 4 augustus 2025,11:00 – 12:00,Zwemmen met een visuele beperking,1/2 Tobbe (horecazijde)
maandag 4 augustus 2025,11:15 – 12:15,Warm water zwemmen,Trefkuil
maandag 4 augustus 2025,18:30 – 22:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 4 augustus 2025,21:00 – 22:00,Warm water zwemmen,Trefkuil
dinsdag 5 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
dinsdag 5 augustus 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
dinsdag 5 augustus 2025,09:30 – 10:15,Aquajoggen,Spaardersbad
dinsdag 5 augustus 2025,11:45 – 12:30,Watergymnastiek,Trefkuil
dinsdag 5 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
dinsdag 5 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Spaardersbad
dinsdag 5 augustus 2025,18:30 – 19:00,Baby- en peuterzwemmen 3 maanden tot 2 jaar,Trefkuil
dinsdag 5 augustus 2025,18:30 – 21:30,Banenzwemmen,1/2 Tobbe (buitenbadzijde)
dinsdag 5 augustus 2025,19:00 – 19:30,Baby- en peuterzwemmen 2 tot 4 jaar,Trefkuil
dinsdag 5 augustus 2025,19:45 – 20:30,Aquajoggen,Trefkuil
woensdag 6 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
woensdag 6 augustus 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
woensdag 6 augustus 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
woensdag 6 augustus 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
woensdag 6 augustus 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
woensdag 6 augustus 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
woensdag 6 augustus 2025,20:00 – 21:30,Banenzwemmen,1/2 Tobbe (horecazijde)
donderdag 7 augustus 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
donderdag 7 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
donderdag 7 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Spaardersbad
donderdag 7 augustus 2025,19:45 – 20:30,Aquajoggen,Spaardersbad
donderdag 7 augustus 2025,20:15 – 21:00,Zwanger & Fit,Trefkuil
vrijdag 8 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
vrijdag 8 augustus 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
vrijdag 8 augustus 2025,11:00 – 11:45,Watergymnastiek,Trefkuil
zaterdag 9 augustus 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zaterdag 9 augustus 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zondag 10 augustus 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zondag 10 augustus 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zondag 10 augustus 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Spaardersbad
zondag 10 augustus 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Trefkuil
zondag 10 augustus 2025,12:00 – 14:00,Recreatief zwemmen,Trefkuil
zondag 10 augustus 2025,12:00 – 14:00,Recreatief zwemmen,Spaardersbad
maandag 11 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 11 augustus 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
maandag 11 augustus 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
maandag 11 augustus 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
maandag 11 augustus 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
maandag 11 augustus 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
maandag 11 augustus 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
maandag 11 augustus 2025,11:00 – 12:00,Zwemmen met een visuele beperking,1/2 Tobbe (horecazijde)
maandag 11 augustus 2025,11:15 – 12:15,Warm water zwemmen,Trefkuil
maandag 11 augustus 2025,18:30 – 22:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 11 augustus 2025,21:00 – 22:00,Warm water zwemmen,Trefkuil
dinsdag 12 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
dinsdag 12 augustus 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
dinsdag 12 augustus 2025,09:30 – 10:15,Aquajoggen,Spaardersbad
dinsdag 12 augustus 2025,11:45 – 12:30,Watergymnastiek,Trefkuil
dinsdag 12 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
dinsdag 12 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Spaardersbad
dinsdag 12 augustus 2025,18:30 – 19:00,Baby- en peuterzwemmen 3 maanden tot 2 jaar,Trefkuil
dinsdag 12 augustus 2025,18:30 – 21:30,Banenzwemmen,1/2 Tobbe (buitenbadzijde)
dinsdag 12 augustus 2025,19:00 – 19:30,Baby- en peuterzwemmen 2 tot 4 jaar,Trefkuil
dinsdag 12 augustus 2025,19:45 – 20:30,Aquajoggen,Trefkuil
woensdag 13 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
woensdag 13 augustus 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
woensdag 13 augustus 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
woensdag 13 augustus 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
woensdag 13 augustus 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
woensdag 13 augustus 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
woensdag 13 augustus 2025,20:00 – 21:30,Banenzwemmen,1/2 Tobbe (horecazijde)
donderdag 14 augustus 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
donderdag 14 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
donderdag 14 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Spaardersbad
donderdag 14 augustus 2025,19:45 – 20:30,Aquajoggen,Spaardersbad
donderdag 14 augustus 2025,20:15 – 21:00,Zwanger & Fit,Trefkuil
vrijdag 15 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
vrijdag 15 augustus 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
vrijdag 15 augustus 2025,11:00 – 11:45,Watergymnastiek,Trefkuil
zaterdag 16 augustus 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zaterdag 16 augustus 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zondag 17 augustus 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zondag 17 augustus 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zondag 17 augustus 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Spaardersbad
zondag 17 augustus 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Trefkuil
zondag 17 augustus 2025,12:00 – 14:00,Recreatief zwemmen,Trefkuil
zondag 17 augustus 2025,12:00 – 14:00,Recreatief zwemmen,Spaardersbad
maandag 18 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 18 augustus 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
maandag 18 augustus 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
maandag 18 augustus 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
maandag 18 augustus 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
maandag 18 augustus 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
maandag 18 augustus 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
maandag 18 augustus 2025,11:00 – 12:00,Zwemmen met een visuele beperking,1/2 Tobbe (horecazijde)
maandag 18 augustus 2025,11:15 – 12:15,Warm water zwemmen,Trefkuil
maandag 18 augustus 2025,18:30 – 22:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 18 augustus 2025,21:00 – 22:00,Warm water zwemmen,Trefkuil
dinsdag 19 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
dinsdag 19 augustus 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
dinsdag 19 augustus 2025,09:30 – 10:15,Aquajoggen,Spaardersbad
dinsdag 19 augustus 2025,11:45 – 12:30,Watergymnastiek,Trefkuil
dinsdag 19 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
dinsdag 19 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Spaardersbad
dinsdag 19 augustus 2025,18:30 – 19:00,Baby- en peuterzwemmen 3 maanden tot 2 jaar,Trefkuil
dinsdag 19 augustus 2025,18:30 – 21:30,Banenzwemmen,1/2 Tobbe (buitenbadzijde)
dinsdag 19 augustus 2025,19:00 – 19:30,Baby- en peuterzwemmen 2 tot 4 jaar,Trefkuil
dinsdag 19 augustus 2025,19:45 – 20:30,Aquajoggen,Trefkuil
woensdag 20 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
woensdag 20 augustus 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
woensdag 20 augustus 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
woensdag 20 augustus 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
woensdag 20 augustus 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
woensdag 20 augustus 2025,10:30 – 11:00,Baby- en peuterzwemmen 3 tot 4 jaar,Trefkuil
woensdag 20 augustus 2025,20:00 – 21:30,Banenzwemmen,1/2 Tobbe (horecazijde)
donderdag 21 augustus 2025,10:00 – 10:45,Aquajoggen,Spaardersbad
donderdag 21 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Trefkuil
donderdag 21 augustus 2025,13:00 – 14:30,Recreatief zwemmen 55+,Spaardersbad
donderdag 21 augustus 2025,19:45 – 20:30,Aquajoggen,Spaardersbad
donderdag 21 augustus 2025,20:15 – 21:00,Zwanger & Fit,Trefkuil
vrijdag 22 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
vrijdag 22 augustus 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
vrijdag 22 augustus 2025,11:00 – 11:45,Watergymnastiek,Trefkuil
zaterdag 23 augustus 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zaterdag 23 augustus 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zondag 24 augustus 2025,09:00 – 11:30,Banenzwemmen,Buitenbad
zondag 24 augustus 2025,09:00 – 11:30,Banenzwemmen,1/2 Tobbe (horecazijde)
zondag 24 augustus 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Spaardersbad
zondag 24 augustus 2025,09:15 – 11:30,Zwemles 'Door ouder aan kind',Trefkuil
zondag 24 augustus 2025,12:00 – 14:00,Recreatief zwemmen,Trefkuil
zondag 24 augustus 2025,12:00 – 14:00,Recreatief zwemmen,Spaardersbad
maandag 25 augustus 2025,07:00 – 12:00,Banenzwemmen,1/2 Tobbe (horecazijde)
maandag 25 augustus 2025,08:00 – 09:00,Warm water zwemmen,Trefkuil
maandag 25 augustus 2025,09:00 – 12:00,Banenzwemmen,Buitenbad
maandag 25 augustus 2025,09:15 – 09:45,"Baby- en peuterzwemmen 3 maanden tot 1,5 jaar",Trefkuil
maandag 25 augustus 2025,09:45 – 10:15,"Baby- en peuterzwemmen 1,5 tot 3 jaar",Trefkuil
